순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1981,024840,KBI메탈,"1,320","-35","-2.6","273,707","365,972,085","1,365","1,365","1,315","43,495,119,360","0.00","32,950,848",,,
1982,001210,금호전기,"3,625","-20","-0.6","50,126","180,719,400","3,680","3,690","3,520","43,434,097,500","0.00","11,981,820",,,
1983,149300,아퓨어스,"1,600","-95","-5.6","6,071","9,595,455","1,890","1,890","1,470","43,304,934,400","0.00","27,065,584",,,
1984,086250,이노와이즈,"1,405","0","0.0","0","0","0","0","0","43,288,294,470","0.00","30,810,174",,,
1985,091440,텔레필드,"4,715","250","5.6","615,800","2,883,330,060","4,465","4,840","4,455","43,264,250,625","0.00","9,175,875",,,
1986,089530,에이티세미콘,"485","-1","-0.2","274,793","133,050,605","490","490","480","42,930,168,820","0.00","88,515,812",,,
1987,217950,파마리서치바이오,"10,600","550","5.5","2,855","29,394,750","10,050","10,600","10,050","42,923,544,600","0.00","4,049,391",,,
1988,051390,YW,"3,775","-65","-1.7","78,536","295,717,280","3,830","3,830","3,730","42,866,514,200","0.00","11,355,368",,,
1989,228340,동양파일,"2,140","10","0.5","51,058","107,396,870","2,140","2,180","2,080","42,800,000,000","0.00","20,000,000",,,
1990,054300,팬스타엔터프라이즈,"816","-19","-2.3","1,086,233","900,748,843","816","850","814","42,691,461,888","0.00","52,317,968",,,
1991,119500,포메탈,"3,600","-90","-2.4","1,830,593","6,633,781,175","3,620","3,730","3,540","42,650,035,200","0.00","11,847,232",,,
1992,251280,안지오랩,"18,950","0","0.0","0","0","0","0","0","42,644,322,000","0.00","2,250,360",,,
1993,035200,프럼파스트,"4,380","580","15.3","13,535,376","62,017,111,565","3,995","4,940","3,970","42,619,984,200","0.00","9,730,590",,,
1994,070590,한솔인티큐브,"3,050","50","1.7","98,002","294,370,010","3,000","3,055","2,955","42,332,539,050","0.00","13,879,521",,,
1995,269620,시스웍,"2,350","35","1.5","88,465","204,628,485","2,275","2,350","2,275","42,300,000,000","0.00","18,000,000",,,
1996,003465,유화증권우,"2,410","100","4.3","29,066","71,780,010","2,340","2,590","2,315","42,118,184,250","0.00","17,476,425",,,
1997,045890,GV,"871","-36","-4.0","824,617","730,676,243","908","912","867","42,113,363,890","0.00","48,350,590",,,
1998,131220,대한과학,"5,640","90","1.6","289,160","1,640,782,270","5,580","5,800","5,550","42,043,323,600","0.00","7,454,490",,,
1999,900280,골든센츄리,"264","-1","-0.4","1,150,029","304,068,726","266","270","261","41,917,920,000","0.00","158,780,000",,,
2000,045300,성우테크론,"4,455","255","6.1","172,114","755,193,420","4,200","4,580","4,130","41,901,956,910","0.00","9,405,602",,,
2001,009730,코센,"349","-36","-9.4","10,269,117","3,671,382,832","390","390","340","41,855,344,197","0.00","119,929,353",,,
2002,123750,알톤스포츠,"3,280","-30","-0.9","31,426","103,793,525","3,340","3,340","3,165","41,807,854,160","0.00","12,746,297",,,
2003,105550,트루윈,"3,490","0","0.0","51,439","178,463,385","3,580","3,580","3,415","41,779,002,890","0.00","11,971,061",,,
2004,123700,SJM,"2,675","25","0.9","8,713","23,438,890","2,715","2,715","2,675","41,743,102,150","0.00","15,604,898",,,
2005,140520,대창스틸,"2,085","-5","-0.2","51,903","107,859,375","2,100","2,100","2,045","41,700,000,000","0.00","20,000,000",,,
2006,226400,오스테오닉,"3,300","220","7.1","1,025,638","3,482,721,570","3,185","3,680","3,150","41,636,268,300","0.00","12,617,051",,,
2007,087600,픽셀플러스,"5,080","30","0.6","22,102","112,551,260","5,190","5,190","5,030","41,486,114,640","0.00","8,166,558",,,
2008,065420,에스아이리소스,"639","0","0.0","0","0","0","0","0","41,281,932,996","0.00","64,603,964",,,
2009,336040,이도바이오,"17,600","-200","-1.1","2","35,100","17,500","17,600","17,500","41,218,760,000","0.00","2,341,975",,,
2010,085910,네오티스,"3,740","20","0.5","15,273","57,471,280","3,720","3,805","3,720","41,191,155,720","0.00","11,013,678",,,
2011,114630,우노앤컴퍼니,"3,030","20","0.7","38,984","118,936,025","3,010","3,130","3,010","41,129,113,950","0.00","13,573,965",,,
2012,105330,케이엔더블유,"7,260","-400","-5.2","25,120","184,851,150","7,700","7,700","7,230","41,101,379,220","0.00","5,661,347",,,
2013,000950,전방,"24,450","-2,550","-9.4","75,987","1,913,159,000","25,500","26,250","24,300","41,076,000,000","0.00","1,680,000",,,
2014,284420,휴럼,"11,200","50","0.4","1,129","12,592,650","11,150","11,200","11,100","40,831,728,000","0.00","3,645,690",,,
2015,002220,한일철강,"1,780","30","1.7","183,937","319,331,330","1,760","1,780","1,700","40,657,935,860","0.00","22,841,537",,,
2016,278990,파인이엠텍,"11,200","1,200","12.0","192","1,638,300","8,560","11,200","8,500","40,591,286,400","0.00","3,624,222",,,
2017,044990,에이치엔에스하이텍,"5,400","405","8.1","58,650","294,057,045","5,000","5,700","4,990","40,559,745,600","0.00","7,511,064",,,
2018,004100,태양금속,"1,105","-5","-0.4","163,763","180,155,295","1,115","1,115","1,095","40,553,500,000","0.00","36,700,000",,,
2019,208350,지란지교시큐리티,"5,200","0","0.0","21,816","112,720,100","5,200","5,300","5,130","40,427,571,600","0.00","7,774,533",,,
2020,263020,디케이앤디,"5,200","70","1.4","31,275","161,191,350","5,140","5,240","5,010","40,368,650,400","0.00","7,763,202",,,
2021,018470,조일알미늄,"575","10","1.8","102,895","58,494,301","572","575","561","40,339,444,125","0.00","70,155,555",,,
2022,038620,위즈코프,"1,035","-15","-1.4","673,000","696,630,055","1,065","1,065","1,020","40,189,849,020","0.00","38,830,772",,,
2023,150440,피노텍,"4,200","-30","-0.7","13,388","55,593,555","4,225","4,240","4,100","40,174,730,400","0.00","9,565,412",,,
2024,155900,바다로19호,"2,640","0","0.0","2,266","5,973,435","2,620","2,645","2,620","40,128,010,560","0.00","15,200,004",,,
2025,237750,피앤씨테크,"6,170","80","1.3","116,150","723,605,630","6,100","6,320","6,050","40,084,022,000","0.00","6,496,600",,,
2026,000760,이화산업,"14,300","-100","-0.7","1,235","17,511,900","14,200","14,350","14,100","40,040,000,000","0.00","2,800,000",,,
2027,064090,에프앤리퍼블릭,"523","-1","-0.2","126,910","65,326,235","520","538","509","39,958,198,407","0.00","76,401,909",,,
2028,098120,마이크로컨텍솔,"4,800","-145","-2.9","141,293","681,782,005","4,945","4,960","4,745","39,901,276,800","0.00","8,312,766",,,
2029,127710,아시아경제,"1,560","10","0.6","20,369","31,840,540","1,580","1,580","1,540","39,793,625,040","0.00","25,508,734",,,
2030,043710,서울리거,"1,140","-15","-1.3","51,358","58,977,790","1,175","1,175","1,135","39,790,163,280","0.00","34,903,652",,,
2031,096300,베트남개발1,"289","0","0.0","89,906","25,902,533","286","292","286","39,789,580,979","0.00","137,680,211",,,
2032,177350,베셀,"3,555","65","1.9","987,784","3,577,469,775","3,540","3,715","3,495","39,788,868,240","0.00","11,192,368",,,
2033,011420,갤럭시아에스엠,"1,440","60","4.4","302,283","425,284,430","1,380","1,445","1,335","39,671,487,360","0.00","27,549,644",,,
2034,060480,국일신동,"3,575","15","0.4","94,415","338,550,235","3,560","3,620","3,520","39,646,750,000","0.00","11,090,000",,,
2035,002680,한탑,"1,775","-35","-1.9","48,514","86,990,700","1,810","1,825","1,775","39,581,527,300","0.00","22,299,452",,,
2036,054040,한국컴퓨터,"2,460","0","0.0","46,512","113,276,175","2,460","2,465","2,420","39,535,373,400","0.00","16,071,290",,,
2037,078940,코드네이처,"1,310","0","0.0","33,874","44,294,485","1,310","1,325","1,285","39,498,606,480","0.00","30,151,608",,,
2038,024910,경창산업,"1,100","-10","-0.9","136,886","151,192,895","1,110","1,115","1,095","39,400,905,500","0.00","35,819,005",,,
2039,187790,나노,"1,525","20","1.3","123,199","186,522,670","1,505","1,540","1,490","39,341,728,875","0.00","25,797,855",,,
2040,033050,제이엠아이,"1,205","30","2.6","129,875","152,342,115","1,175","1,205","1,155","39,258,107,110","0.00","32,579,342",,,
2041,012620,원일특강,"8,900","150","1.7","18,318","161,130,630","8,750","8,990","8,680","39,160,000,000","0.00","4,400,000",,,
2042,204990,코썬바이오,"1,225","0","0.0","0","0","0","0","0","39,130,080,675","0.00","31,942,923",,,
2043,067730,로지시스,"4,170","30","0.7","114,378","473,730,120","4,140","4,215","4,095","38,951,644,740","0.00","9,340,922",,,
2044,026040,제이에스티나,"2,360","-35","-1.5","55,187","130,061,230","2,395","2,400","2,330","38,948,944,400","0.00","16,503,790",,,
2045,066790,씨씨에스,"846","0","0.0","0","0","0","0","0","38,895,837,282","0.00","45,976,167",,,
2046,227100,디자인,"12,750","950","8.0","227,520","2,861,786,450","11,800","13,000","11,500","38,853,087,750","0.00","3,047,301",,,
2047,064480,브리지텍,"3,245","15","0.5","54,964","176,890,670","3,245","3,245","3,190","38,785,862,500","0.00","11,952,500",,,
2048,044180,KD,"495","0","0.0","0","0","0","0","0","38,784,885,480","0.00","78,353,304",,,
2049,065440,이루온,"1,420","-20","-1.4","220,443","314,971,240","1,450","1,450","1,415","38,730,528,400","0.00","27,275,020",,,
2050,032540,TJ미디어,"2,780","-55","-1.9","14,853","41,198,005","2,860","2,860","2,750","38,729,873,020","0.00","13,931,609",,,
2051,322970,무진메디,"5,800","360","6.6","21,507","122,230,320","5,440","5,870","5,420","38,711,392,400","0.00","6,674,378",,,
2052,149010,아이케이세미콘,"12,400","0","0.0","0","0","0","0","0","38,688,000,000","0.00","3,120,000",,,
2053,017000,신원종합개발,"3,835","-105","-2.7","191,912","738,773,280","3,915","3,915","3,800","38,610,883,545","0.00","10,068,027",,,
2054,054180,중앙오션,"1,195","25","2.1","298,858","351,167,035","1,165","1,215","1,130","38,521,626,845","0.00","32,235,671",,,
2055,130500,GH신소재,"3,500","-25","-0.7","112,910","399,422,995","3,480","3,600","3,480","38,500,000,000","0.00","11,000,000",,,
2056,008470,부스타,"4,580","40","0.9","63,433","291,234,780","4,615","4,635","4,520","38,493,984,000","0.00","8,404,800",,,
2057,019990,에너토크,"3,935","5","0.1","114,251","446,538,570","3,950","4,020","3,840","38,390,206,280","0.00","9,756,088",,,
2058,123840,한일진공,"596","-7","-1.2","296,628","177,046,364","604","604","592","38,326,362,292","0.00","64,305,977",,,
2059,025530,SJM홀딩스,"2,545","10","0.4","8,260","20,990,345","2,535","2,555","2,530","38,007,050,360","0.00","14,934,008",,,
2060,065690,파커스,"2,720","25","0.9","72,465","195,989,695","2,695","2,840","2,640","37,980,744,480","0.00","13,963,509",,,
2061,141070,맥스로텍,"1,200","0","0.0","651,195","784,155,340","1,200","1,235","1,165","37,945,260,000","0.00","31,621,050",,,
2062,101400,엔시트론,"1,370","-20","-1.4","105,126","143,906,175","1,395","1,395","1,355","37,944,314,600","0.00","27,696,580",,,
2063,017250,인터엠,"1,800","-5","-0.3","72,515","130,490,335","1,805","1,820","1,785","37,881,840,600","0.00","21,045,467",,,
2064,223310,경남제약헬스케어,"3,320","0","0.0","0","0","0","0","0","37,836,250,520","0.00","11,396,461",,,
2065,019570,리더스 기술투자,"483","-12","-2.4","372,386","179,273,356","492","500","474","37,497,453,840","0.00","77,634,480",,,
2066,227420,도부마스크,"4,915","640","15.0","56,962","279,770,395","4,915","4,915","4,490","37,294,705,440","0.00","7,587,936",,,
2067,056090,유앤아이,"4,785","225","4.9","29,124","137,667,070","4,600","4,840","4,560","37,155,017,790","0.00","7,764,894",,,
2068,127160,매직마이크로,"573","62","12.1","3,687,117","2,027,550,546","515","580","508","37,055,893,956","0.00","64,669,972",,,
2069,001620,케이비아이동국실업,"561","1","0.2","25,835","14,447,474","560","567","552","37,049,602,392","0.00","66,042,072",,,
2070,032080,아즈텍WB,"1,710","-90","-5.0","382,480","663,561,700","1,795","1,795","1,705","36,749,659,590","0.00","21,491,029",,,
2071,025870,신라에스지,"9,170","-80","-0.9","50,472","460,929,990","9,240","9,280","9,060","36,680,000,000","0.00","4,000,000",,,
2072,058970,엠로,"7,600","-100","-1.3","10","76,000","7,600","7,600","7,600","36,594,000,000","0.00","4,815,000",,,
2073,200350,래몽래인,"8,200","0","0.0","2,856","22,786,390","8,200","8,200","7,810","36,585,070,800","0.00","4,461,594",,,
2074,159910,스킨앤스킨,"263","0","0.0","0","0","0","0","0","36,570,869,305","0.00","139,052,735",,,
2075,005820,원림,"16,600","250","1.5","4,638","76,155,400","16,650","16,700","16,200","36,520,000,000","0.00","2,200,000",,,
2076,038110,에코플라스틱,"1,420","-25","-1.7","112,057","161,200,610","1,450","1,455","1,420","36,450,505,400","0.00","25,669,370",,,
2077,297570,알로이스,"2,100","15","0.7","124,774","260,521,570","2,100","2,105","2,060","36,391,769,400","0.00","17,329,414",,,
2078,191410,육일씨엔에쓰,"3,885","300","8.4","124,966","476,173,170","3,580","3,920","3,580","36,375,340,470","0.00","9,363,022",,,
2079,154040,솔루에타,"2,795","120","4.5","367,162","1,008,397,620","2,675","2,830","2,660","36,279,508,070","0.00","12,980,146",,,
2080,096640,멜파스,"1,245","-10","-0.8","108,204","135,736,230","1,255","1,285","1,230","36,222,896,520","0.00","29,094,696",,,
2081,081580,성우전자,"2,335","-25","-1.1","61,224","141,537,870","2,370","2,375","2,280","36,211,513,905","0.00","15,508,143",,,
2082,084870,TBH글로벌,"1,735","-40","-2.2","61,645","108,588,820","1,790","1,810","1,720","36,186,580,965","0.00","20,856,819",,,
2083,049800,우진플라임,"3,610","40","1.1","22,740","81,473,535","3,680","3,680","3,525","36,100,000,000","0.00","10,000,000",,,
2084,071950,코아스,"1,160","5","0.4","216,690","249,635,210","1,165","1,165","1,140","35,852,363,600","0.00","30,907,210",,,
2085,254120,자비스,"1,765","10","0.6","108,554","190,191,875","1,755","1,790","1,735","35,835,635,140","0.00","20,303,476",,,
2086,024070,WISCOM,"2,330","15","0.6","19,270","44,749,580","2,310","2,365","2,300","35,710,600,540","0.00","15,326,438",,,
2087,083470,이엠앤아이,"1,585","0","0.0","0","0","0","0","0","35,542,856,275","0.00","22,424,515",,,
2088,217190,제너셈,"4,050","55","1.4","114,980","461,892,540","3,990","4,100","3,925","35,515,154,700","0.00","8,769,174",,,
2089,145270,케이탑리츠,"767","-3","-0.4","58,564","44,886,079","769","770","765","35,453,905,409","0.00","46,224,127",,,
2090,011080,형지I&C,"909","-52","-5.4","4,046,990","3,732,280,243","933","962","888","35,410,702,212","0.00","38,955,668",,,
2091,096690,에이루트,"4,440","140","3.3","46,399","201,260,970","4,300","4,475","4,245","35,258,555,040","0.00","7,941,116",,,
2092,024850,피에스엠씨,"880","-2","-0.2","49,884","43,885,866","894","898","873","35,214,540,240","0.00","40,016,523",,,
2093,060300,레드로버,"610","0","0.0","0","0","0","0","0","35,158,995,780","0.00","57,637,698",,,
2094,028080,휴맥스홀딩스,"2,785","5","0.2","4,936","13,836,540","2,810","2,845","2,780","35,028,354,210","0.00","12,577,506",,,
2095,122690,서진오토모티브,"1,790","-45","-2.4","51,269","92,103,565","1,835","1,845","1,760","34,978,830,340","0.00","19,541,246",,,
2096,002290,삼일기업공사,"2,820","10","0.4","49,969","140,877,155","2,810","2,855","2,775","34,968,000,000","0.00","12,400,000",,,
2097,007770,한일화학,"9,950","160","1.6","6,517","64,161,310","9,790","9,950","9,690","34,924,500,000","0.00","3,510,000",,,
2098,085810,알티캐스트,"1,645","15","0.9","325,940","539,884,570","1,630","1,700","1,615","34,912,098,200","0.00","21,223,160",,,
2099,054630,에이디칩스,"775","-15","-1.9","320,541","248,965,775","794","794","772","34,732,034,975","0.00","44,815,529",,,
2100,043590,크로바하이텍,"1,490","0","0.0","0","0","0","0","0","34,717,000,000","0.00","23,300,000",,,
2101,184230,SGA솔루션즈,"945","2","0.2","264,003","246,450,178","947","948","927","34,658,851,185","0.00","36,676,033",,,
2102,232680,라온테크,"7,990","0","0.0","4,739","39,518,360","8,500","8,500","7,990","34,618,312,950","0.00","4,332,705",,,
2103,212560,네오오토,"4,370","-175","-3.8","61,874","273,485,240","4,500","4,500","4,355","34,413,588,310","0.00","7,874,963",,,
2104,011230,삼화전자,"3,290","375","12.9","4,140,314","13,657,802,850","2,890","3,590","2,890","34,406,622,600","0.00","10,457,940",,,
2105,009415,태영건설우,"13,450","-500","-3.6","161,957","2,200,865,450","14,000","14,100","13,300","34,398,106,000","0.00","2,557,480",,,
2106,196700,웹스,"2,505","90","3.7","5,357,533","13,230,271,245","2,450","2,590","2,355","34,314,682,380","0.00","13,698,476",,,
2107,189860,서전기전,"3,535","-15","-0.4","75,472","265,077,155","3,505","3,550","3,470","34,285,187,300","0.00","9,698,780",,,
2108,070300,엑스큐어,"4,645","-85","-1.8","133,471","619,028,460","4,730","4,790","4,590","34,215,413,730","0.00","7,366,074",,,
2109,071090,하이스틸,"17,050","-150","-0.9","3,578","60,829,950","17,050","17,100","16,900","34,099,045,200","0.00","1,999,944",,,
2110,069640,한세엠케이,"2,615","-25","-1.0","19,827","51,695,540","2,640","2,645","2,570","33,757,877,030","0.00","12,909,322",,,
2111,024940,PN풍년,"3,355","-190","-5.4","240,062","814,645,920","3,490","3,490","3,355","33,550,000,000","0.00","10,000,000",,,
2112,072950,빛샘전자,"5,490","-10","-0.2","93,277","508,292,350","5,490","5,550","5,350","32,940,000,000","0.00","6,000,000",,,
2113,238120,로고스바이오,"9,150","290","3.3","59,526","528,714,480","8,860","9,210","8,560","32,891,724,600","0.00","3,594,724",,,
2114,025880,케이씨피드,"1,965","-5","-0.2","48,731","95,187,445","1,970","1,970","1,935","32,846,660,970","0.00","16,715,858",,,
2115,048830,엔피케이,"1,750","-25","-1.4","158,600","276,017,050","1,765","1,765","1,725","32,766,865,250","0.00","18,723,923",,,
